Patent no;Patent title;Chemical type 2
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Plasticizer
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Cellulose
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Emulsifier
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Diluting Agent
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Gelatin
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Antioxidant
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Polysorbates
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Fatty Oils
US2013101569;HAIR GROWTH STIMULANT;Lipids
US2013101569;HAIR GROWTH STIMULANT;Fatty Acid
US2013101569;HAIR GROWTH STIMULANT;PUFAs
US2013101569;HAIR GROWTH STIMULANT;Eicosapentaenoic Acid
US2013101569;HAIR GROWTH STIMULANT;Gelatin
US2013101569;HAIR GROWTH STIMULANT;Docosahexaenoic Acid
US2013101569;HAIR GROWTH STIMULANT;Dihydroxyacetone
US2013101569;HAIR GROWTH STIMULANT;Antioxidant
US2013101569;HAIR GROWTH STIMULANT;Proteins
US2013101569;HAIR GROWTH STIMULANT;Fish Oil
US2013101569;HAIR GROWTH STIMULANT;Carrier
US2013101569;HAIR GROWTH STIMULANT;Marine Oil
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Shea Butter
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Bees wax
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Proteins
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Collagen
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Jojoba Oil
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Olive Oil
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Almond Oil
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Soy
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Fatty Oils
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Cocoa Butter
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Oil-soluble vitamin
US10188696;PHARMACEUTICAL COMPOSITIONS;Aliphatic Polyethers
US10188696;PHARMACEUTICAL COMPOSITIONS;Castor Oil
US10188696;PHARMACEUTICAL COMPOSITIONS;Corn Oil
US10188696;PHARMACEUTICAL COMPOSITIONS;Oil-soluble vitamin
US10188696;PHARMACEUTICAL COMPOSITIONS;Carrier
US10188696;PHARMACEUTICAL COMPOSITIONS;Surfactants
US10188696;PHARMACEUTICAL COMPOSITIONS;Antioxidants
US10188696;PHARMACEUTICAL COMPOSITIONS;Sorbitol
US10188696;PHARMACEUTICAL COMPOSITIONS;Stabilizer
US10188696;PHARMACEUTICAL COMPOSITIONS;Plasticizer
US10188696;PHARMACEUTICAL COMPOSITIONS;Cosurfactant
US10188696;PHARMACEUTICAL COMPOSITIONS;Preserving Agent
US10188696;PHARMACEUTICAL COMPOSITIONS;Polyethyleneglycol
US10188696;PHARMACEUTICAL COMPOSITIONS;Inhibitor
US10188696;PHARMACEUTICAL COMPOSITIONS;Additives General
US10188696;PHARMACEUTICAL COMPOSITIONS;Gelatin
US10188696;PHARMACEUTICAL COMPOSITIONS;Polyols
US10188696;PHARMACEUTICAL COMPOSITIONS;Polymers
US10188696;PHARMACEUTICAL COMPOSITIONS;Fatty Oils
US10188696;PHARMACEUTICAL COMPOSITIONS;Citric Acid
US10188696;PHARMACEUTICAL COMPOSITIONS;Fatty Acid
US10188696;PHARMACEUTICAL COMPOSITIONS;Glycerol
US10188696;PHARMACEUTICAL COMPOSITIONS;Oleic Acid
US10188696;PHARMACEUTICAL COMPOSITIONS;Polyethylenes
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Excipient
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Cellulose
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Hypromellose
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Starch
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Antioxidants
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Polyacrylates
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Polymers
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Reinforcing Agent
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;PUFAs
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Additives General
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Binder
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Antioxidant
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Fish Oil
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Quercetin
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Polyethyleneglycol
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Flavonoids
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Plasticizer
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Starch
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Carbohydrates
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyethylenes
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Thermoplastics
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Dimethyl Sulfoxide
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Sorbitol
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Gelatin
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyethyleneglycol
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Carrier
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Phenols
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyvinyl Pyrrolidone
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polymers
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyvinylchloride
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyacrylamides
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Lubricant
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Antioxidant
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Polyacrylates
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Lactose
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Gums and Flours
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Antioxidants
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Cellulose
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Hypromellose
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Palm Oil
US3221029;AUTOGENOUS, VITAMIN E ACTIVE BEADLET PRODUCT AND PROCESS;Gelatin
US3221029;AUTOGENOUS, VITAMIN E ACTIVE BEADLET PRODUCT AND PROCESS;Thickener
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Diluting Agent
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Polyethyleneglycol
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Antioxidants
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Glycerol
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Preserving Agent
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Potassium
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Acetyl Cysteine
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Resveratrol
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Binder
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Proanthocyanidins
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Oil-soluble vitamin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Emulsifier
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Waxes
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Lubricant
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Animal Waxes
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Glucose
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Polysaccharides
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Flavones
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Lanolin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Polyols
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Antioxidant
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Proteins
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Sugar Amines
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Algin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Rutin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Collagen
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Curcumin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Isoflavandiol
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Taurine
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Ascorbic acid
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Vegetable Waxes
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Polymers
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Chondrin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Flavonoids
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Excipient
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Spermaceti Wax
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Colouring Agent
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Fructose
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Fatty Oils
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Cotton seed Oil
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Glycosaminoglycans
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Detergent
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Green Tea
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Hemicellulose
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Penetrating Agent
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Stearic Acid
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Flavan-3-ol
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Japan Wax
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Fucoidan
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Polysiloxanes
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Glucosamine
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Additives General
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Emollient
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Keratin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Bees wax
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Disintegrant
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Almond Oil
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Gelatin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Sucrose
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Microcrystalline Wax
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Oleic Acid
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Paraffin Wax
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Flavonoids
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Rutin
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Fatty Oils
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Proanthocyanidin
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Chalcones
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Almond Oil
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Adhesion Improver
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Fish Oil
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Bees wax
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Soy
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Oil-soluble vitamin
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Fatty Oils
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Polyvinylchloride
US2014314911;DEEP-SEA FISH OIL CAPSULE AND ITS PREPARATION METHOD;Polymers
US5916591;SOFT GELATIN CAPSULES;Starch
US5916591;SOFT GELATIN CAPSULES;Glycerol
US5916591;SOFT GELATIN CAPSULES;ModifiedStarch
US5916591;SOFT GELATIN CAPSULES;Casein
US5916591;SOFT GELATIN CAPSULES;Acacia
US5916591;SOFT GELATIN CAPSULES;Reinforcing Agent
US5916591;SOFT GELATIN CAPSULES;Gelatin
US5916591;SOFT GELATIN CAPSULES;Pectin
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Lactose
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Regulator
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Glucose
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Emulsifier
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Proanthocyanidins
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Reinforcing Agent
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Flavonoids
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Stabilizer
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Diluting Agent
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Sucrose
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Starch
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Carnauba
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Antioxidants
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Preserving Agent
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Additives General
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Antioxidant
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Proteins
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Cellulose
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Stearic Acid
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Unsaturated Fatty Acids
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Cosmetic Additive
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Lipids
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Peanut Oil
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Additives General
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Trehalose
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Thickener
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Gellan
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Polyethyleneglycol
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Proteins
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Algin
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Diluting Agent
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Starch
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Chitosan
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Fatty Oils
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Oleic Acid
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Coconut Oil
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Carrier
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Oil-soluble vitamin
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Cellulose
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;Xanthan
US2009209661;DELIVERY PARTICLE;Polyalkyleneimines
US2009209661;DELIVERY PARTICLE;Detergent Additive
US2009209661;DELIVERY PARTICLE;Polyethyleneglycol
US2009209661;DELIVERY PARTICLE;Antifoaming Agent
US2009209661;DELIVERY PARTICLE;Polyvinyl Pyrrolidone
US2009209661;DELIVERY PARTICLE;Chitosan
US2009209661;DELIVERY PARTICLE;Aldehydes
US2009209661;DELIVERY PARTICLE;Cellulose
US2009209661;DELIVERY PARTICLE;Proteins
US2009209661;DELIVERY PARTICLE;Animal Waxes
US2009209661;DELIVERY PARTICLE;Polycarbonate
US2009209661;DELIVERY PARTICLE;Polyelectrolytes
US2009209661;DELIVERY PARTICLE;Catalyst
US2009209661;DELIVERY PARTICLE;Polyvinylchloride
US2009209661;DELIVERY PARTICLE;Coolant
US2009209661;DELIVERY PARTICLE;Plasticizer
US2009209661;DELIVERY PARTICLE;Carnosine
US2009209661;DELIVERY PARTICLE;Colouring Agent
US2009209661;DELIVERY PARTICLE;Urea Resins
US2009209661;DELIVERY PARTICLE;Biodegradable Polymers
US2009209661;DELIVERY PARTICLE;Polyethylene Terephthalate
US2009209661;DELIVERY PARTICLE;Polyvinyl Acetals
US2009209661;DELIVERY PARTICLE;Deodoring Agent
US2009209661;DELIVERY PARTICLE;Binder
US2009209661;DELIVERY PARTICLE;Biozide
US2009209661;DELIVERY PARTICLE;Glycerol
US2009209661;DELIVERY PARTICLE;Cationic Surfactant
US2009209661;DELIVERY PARTICLE;Polyacrylamides
US2009209661;DELIVERY PARTICLE;Polyacrylates
US2009209661;DELIVERY PARTICLE;Polyvinyl Amines
US2009209661;DELIVERY PARTICLE;Vinyl Polymers
US2009209661;DELIVERY PARTICLE;Polyisoprenes
US2009209661;DELIVERY PARTICLE;Other Specific Polyamides
US2009209661;DELIVERY PARTICLE;Antioxidants
US2009209661;DELIVERY PARTICLE;Shea Butter
US2009209661;DELIVERY PARTICLE;Sorbitol
US2009209661;DELIVERY PARTICLE;Gums and Flours
US2009209661;DELIVERY PARTICLE;Ketones
US2009209661;DELIVERY PARTICLE;Softener
US2009209661;DELIVERY PARTICLE;Polyethylenes
US2009209661;DELIVERY PARTICLE;Polysaccharides
US2009209661;DELIVERY PARTICLE;Acacia
US2009209661;DELIVERY PARTICLE;Inhibitor
US2009209661;DELIVERY PARTICLE;Stabilizer
US2009209661;DELIVERY PARTICLE;Carrageenan
US2009209661;DELIVERY PARTICLE;Melamine Resins
US2009209661;DELIVERY PARTICLE;Fatty Oils
US2009209661;DELIVERY PARTICLE;Thermoplastics
US2009209661;DELIVERY PARTICLE;Algin
US2009209661;DELIVERY PARTICLE;Waxes
US2009209661;DELIVERY PARTICLE;Glucose
US2009209661;DELIVERY PARTICLE;Carrier
US2009209661;DELIVERY PARTICLE;Emulsifier
US2009209661;DELIVERY PARTICLE;Propyl Gallate
US2009209661;DELIVERY PARTICLE;Polyvinyl Alcohol
US2009209661;DELIVERY PARTICLE;Dispersing Agent
US2009209661;DELIVERY PARTICLE;Crosslink Or Curing Agent
US2009209661;DELIVERY PARTICLE;Activator
US2009209661;DELIVERY PARTICLE;Epoxy Resins
US2009209661;DELIVERY PARTICLE;Lipids
US2009209661;DELIVERY PARTICLE;Detergent
US2009209661;DELIVERY PARTICLE;Cocoa Butter
US2009209661;DELIVERY PARTICLE;Oil-soluble vitamin
US2009209661;DELIVERY PARTICLE;Surfactants
US2009209661;DELIVERY PARTICLE;Polystyrene
US2009209661;DELIVERY PARTICLE;Other Specific Polymers
US2009209661;DELIVERY PARTICLE;Additives General
US2009209661;DELIVERY PARTICLE;Polysiloxanes
US2009209661;DELIVERY PARTICLE;Chelating Agents
US2009209661;DELIVERY PARTICLE;Polyesters
US2009209661;DELIVERY PARTICLE;Paraffin Wax
US2009209661;DELIVERY PARTICLE;Amps Polymers
US2009209661;DELIVERY PARTICLE;Polyurethanes
US2009209661;DELIVERY PARTICLE;Starch
US2009209661;DELIVERY PARTICLE;Polymers
US2009209661;DELIVERY PARTICLE;Polyamides
US2009209661;DELIVERY PARTICLE;Brightening Agent
US2009209661;DELIVERY PARTICLE;Polyolefins
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Gelatin
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Plasticizer
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Carrageenan
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Fatty Acid
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Chitin
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Dihydroxyacetone
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Lubricant
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Polyols
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Polyvinyl Acetate
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Polymers
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Glycosaminoglycans
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Chitosan
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Unsaturated Fatty Acids
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Casein
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Glycerol
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Gellan
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Starch
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Stearic Acid
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Hypromellose
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Fatty Oils
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Excipient
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Chondrin
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Fish Oil
US2003194428;PROCESS FOR ENCAPSULATING MULTI-PHASE, MULTI-COMPARTMENT CAPSULES;Marine Oil
